,roles,companies,locations,experience,skills
964,Machine Learning / Senior Data Analyst,LEADSOC TECHNOLOGIES PRIVATE LIMITED,Bengaluru,3-6 Yrs,"Machine learning
Data Analyst"
965,Senior Data Analyst,Flipkart Internet Private Limited,"Bengaluru, Karnataka",4-6 Yrs,"Excel
Segmentation
SAS
Data Analysis
Data Mining
Tableau
Data Analytics
Statistics"
966,Guidewire - Business Analyst - Data Migration,Zensar Technologies Limited,"Pune, Bengaluru, Hyderabad",7-12 Yrs,"planning
Data Migration
Software Architecture
claim center
property
Static Data
property & casualty
Elicitation"
967,Merilytics - Business Analyst - Data Analytics -iit/nit/bits,MERITUS INTELYTICS PRIVATE LIMITED,Hyderabad,0-3 Yrs,"excel
analytics
python
data analysis
business analysis
problem solving
sql
statistics"
968,Data Scientist - Analytics Division - Tech Service Provider Firm,Mirus Solutions,Bengaluru,5-10 Yrs,"Data Management
Machine Learning
Analytics
Numpy
Data Science
NLTK
NLP
Data Scientist"
969,Data Scientist Delivery Lead,Scouters Pvt Ltd.,India,4-7 Yrs,"BPO
client management
algorithms
python
Prototype
SAS
Data mining
Analytics"
970,Hiring For Data Scientist - Freelancer,"Kumaran Systems Pvt. Ltd.,",Chennai(Navalur),3-8 Yrs,"Data Science
C++
Machine Learning
Python
Predictive Analytics"
971,Data Scientist (Intern),AICHUNKS Private Limited,Chandigarh,3-8 Yrs,"Computer science
Intern
Machine learning"
972,"Developers, Data Scientists, Web Designers, Android Developers",Cogmac Technologies,Noida,1-5 Yrs,"Computer science
Web technologies
Developer
Android"
973,Senior Developer - Big Data Analyst ( Spark/ Scala ),Societe Generale Global Solution Centre Pvt Ltd,Bengaluru,3-8 Yrs,"Java
Retail Banking
Maven
Hive
Hadoop
Kafka
Spark
Oozie"
974,Senior Developer - Big Data Analyst ( Spark/ Scala ),Societe Generale Global Solution Centre Pvt Ltd,Bengaluru,4-8 Yrs,"Java
Retail Banking
Hive
Hadoop
Kafka
Spark
Oozie
Hdfs"
975,Senior Data Analyst,L&T Technology Services,Bengaluru(Manayata Tech Park),8-12 Yrs,Data Analysis
976,"Senior Analyst , MI & Data Infrastructure",Analytics Vidhya Educon Pvt. Ltd,Chennai,0-5 Yrs,"data science
Process improvement
Analytical
HTML
Oracle
Data mining
Macros
Operations"
977,Data Analyst,Similarityx solutions private limited,"Chennai, Bengaluru, Hyderabad",0-2 Yrs,"tableau
python
oracle
data science
Data Scientist
Data Analyst
hadoop
sql server"
978,Business Data Analyst,The Knot Worldwide,Gurgaon,0-3 Yrs,"data cleansing
Root cause analysis
Automation
Business Data Analyst
Business analysis
Strategic planning
Wellness
Advanced Excel"
979,Data Analyst,Right Step Consulting,"Delhi, Gurgaon",0-5 Yrs,"Product management
ERP
Data analysis
PHP
Data Analyst
Open source
Data mining
SQL"
980,Call For Spanish Language Specialist - Data Analyst - Mumbai - Thane,Virtusa Consulting Services Pvt Ltd,Mumbai,1-4 Yrs,"Spanish Language Expert
Spanish
Spanish Language Specialist"
981,Data Entry Analyst,Digi Verve Technologies Private Limited,Bengaluru,0-2 Yrs,"Analyst
Data entry"
982,Data Scientist (lead),Inceptial Infrastructure & Technology LLP,Kolkata,8-9 Yrs,"deep learning
kubernetes
nlp
Docker
data scientist
Lead Data Scientist"
983,Data Analyst /Data Engineer,Systech Solutions,Chennai,0-2 Yrs,"Artificial Intelligence
Machine Learning
Python
Business Intelligence
Power Bi
Data Management
Neural Networks
MCA"
984,Data Analyst,Increasingly Technologies,Bengaluru,0-4 Yrs,"Retail
Automation
Manager Technology
Manual
Application development
HTTP
Data Analyst
Research"
985,Data Analyst (Banking Operations),Snaphunt,Bengaluru,0-5 Yrs,"Data Science
Algorithms
Banking Operations
Artificial Intelligence
Data Analysis
Data Warehousing
Statistical Analysis
Statistics"
986,Data Analyst,HealthifyMe,Bengaluru,0-2 Yrs,"Customer acquisition
French
Sales
SQL database
Analytical
Database
German
Data Analyst"
987,Sr. Data Analyst,Axim Technologies,"Bengaluru, Karnataka",3-5 Yrs,"Business Growth
Data Management
Data Analysis
Data Analyst
Sr. Data Analyst
Analytics
Information Technology"
988,Analyst/Senior Analyst-Data Analytics,Nielsen (India) Private Limited.,Bengaluru,2-6 Yrs,"Business Analytics
SAS
Linear regression
Advanced Excel
Statistics
Nielsen
R
Excel"
989,Analyst - Data Analytics,Repucom,Bengaluru,0-2 Yrs,"Analyst
Statistical modeling
Quality standards
Business analytics
Market research
Actuarial
Data analytics
SPSS"
990,Analyst - Data Analytics,Repucom,Bengaluru,0-2 Yrs,"Statistical modeling
SAS
Senior Analyst
analytics analyst
Market research
Actuarial
Data analytics
Windows"
991,Immediate job Opening For Data Scientist@hyderabad,Idexcel Technologies Private Limited,Hyderabad,6-11 Yrs,"Data Science
R
Cloudera
Big Data
Spark
Impala
Python"
992,Sr. Performance & Data Analyst,Invesco (India) Pvt Ltd,Hyderabad,1-5 Yrs,"Data Quality
Excel
Number Crunching
Investment Banking
Accounting
Banking Management
Feedback
Finance"
993,Business Data Analyst,Wedding Wire India Pvt. Ltd,Gurgaon,0-4 Yrs,"Product Development
Automation
Business Analytics
Testng
Data Analysis
Selenium
SQL
Python"
994,AVP - Data Scientist - Top General Insurance Company.,Right Match HR Services Pvt Ltd,Mumbai,8-12 Yrs,"r
python
sas
data science
Data Scientist
decision trees
statistical modeling
clustering"
995,Digital Data Analyst | Ahmedabad / Hyderabad / WFH,Darshan Soft-Tech Pvt. Ltd,"Chennai, Pune, Delhi NCR, Mumbai, Ahmedabad, Bengaluru, Hyderabad, Jaipur",3-6 Yrs,"macros
data management
data analysis
google data studio
back office
google analytics
Advanced Excel
vlookup"
996,Market Data Analyst,Fintech Associates,"Trichy, Bhubaneshwar, Ooty, Thrissur, Navi Mumbai, Madurai, Trivandrum, Cuttack, Coimbatore",0-5 Yrs,"Market Data
Data Quality
market equity research
Business Analytics
Report Preparation
Data Analysis
Market Data Analyst
Customer service"
997,Data Analyst,Novacom Technologies (India) Pvt Ltd,"Mumbai, mumbai",0-8 Yrs,"mcaemail
pgdca
singapore
good communication skills
experiencem sc
data analyst"
998,Senior Data Analyst,Ingram Micro (I) Pvt Ltd,"Chennai, Mumbai",4-9 Yrs,"Data Management
information security
Data Extraction
Senior Database Administrator
Tableau
SQL DBA
data analyst
active directory"
999,Trainee Business Analyst Big Data Analysis,ALLERIN TECHNOLOGIES Pvt Ltd.,Mumbai,0-1 Yrs,"Copyright
Data analysis
Change management
Coding
Data modeling
UML
Functional testing
big data"
